,"ENFERMEDAD","SINTOMAS"
175,"Varicela","He visto erupciones en la piel y me cuesta no rascarme. Además, he tenido fiebre alta durante varios días. No estoy seguro de qué la está causando."
176,"Varicela","Tengo pequeñas manchas rojas por todo el cuerpo que no entiendo. Me preocupa. He perdido el apetito y cada noche estoy agotado y tengo un dolor de cabeza severo."
177,"Varicela","Me siento muy enfermo y he perdido el apetito. He visto pequeñas manchas rojas en los brazos, el cuello y la cara que me pican al tocarlas."
178,"Varicela","Tengo manchas rojas en los brazos y las piernas y el picor me dificulta dormir por la noche. También tengo fuertes dolores de cabeza y fiebre leve."
179,"Varicela","Los ganglios linfáticos agrandados me están dando mucho dolor. Tengo erupciones por todo el cuerpo y por eso no puedo dormir en toda la noche."
180,"Varicela","La erupción cutánea me está dando mucho dolor e incomodidad. Está roja e hinchada y se está extendiendo por todo el cuerpo."
181,"Varicela","Tengo fiebre alta y un leve dolor de cabeza. Estoy cansado la mayor parte del tiempo y he perdido por completo el apetito."
182,"Varicela","Los brazos y la cara tienen pequeños ganglios linfáticos, que están empezando a hincharse. El día se me ha hecho muy miserable por el constante picor y dolor."
183,"Varicela","Los brazos y el cuello tienen ganglios linfáticos grandes, que me pican al tocarlos. El picor me ha hecho el día extremadamente incómodo."
184,"Varicela","La erupción cutánea me está causando mucho dolor. También me están saliendo pequeñas manchas rojas cerca del cuello. Desde ayer, tengo fiebre alta, dolor de cabeza y fatiga."
185,"Varicela","Me están empezando a salir pequeñas manchas rojas por toda la cara y la zona del cuello, y me pican al tocarlas. El picor me está haciendo el día muy incómodo."
186,"Varicela","He perdido el apetito por completo y no consigo comer nada. Tengo ganas de vomitar y me siento agotado. He notado erupciones en la piel, lo cual me preocupa mucho."
187,"Varicela","Tengo fiebre alta y un dolor de cabeza severo. No consigo comer nada y tengo ganas de vomitar. También me están saliendo algunas manchas rojas en los brazos. Estoy muy preocupado."
188,"Varicela","Estoy preocupado por estas manchas rojas en la piel. Se están extendiendo rápidamente y causando muchos problemas. También me ha dado fiebre leve y dolor de cabeza cada noche."
189,"Varicela","Me siento muy mareado e inquieto. No estoy seguro de qué podría ser. He visto erupciones en brazos y piernas. He perdido el apetito y me siento agotado cada día."
190,"Varicela","Tengo ganglios linfáticos rojos e hinchados en brazos y piernas que me pican al tocarlos. También estoy sufriendo de un terrible dolor de cabeza y fiebre leve. No tengo ganas de comer nada y he perdido el apetito."
191,"Varicela","Estoy muy agotado y sin energía. Apenas puedo mantener los ojos abiertos durante el día. Tengo fiebre leve y no tengo ganas de comer nada. Creo que he perdido el apetito."
192,"Varicela","Estoy agotado y he perdido el apetito. Tengo ganas de vomitar y no puedo comer nada. Además, están empezando a aparecer pequeñas manchas rojas en la piel y cerca del cuello. Estoy muy preocupado por mi salud."
193,"Varicela","Hay pequeñas manchas rojas por todo el cuerpo. Las manchas pican y son incómodas. También tengo fiebre leve y dolor de cabeza."
194,"Varicela","He estado sufriendo un picor intenso por todo el cuerpo, junto con fiebre y dolor de cabeza. Las manchas rojas están empezando a hincharse y cada día es más incómodo."
195,"Varicela","Me siento cansado cada día. Hay manchas rojas por todos los brazos y la espalda y me pican al tocarlas. Estoy muy preocupado y no sé qué hacer."
196,"Varicela","La fiebre alta, los ganglios linfáticos hinchados y el dolor de cabeza me están causando muchos problemas. No tengo ganas de comer nada y me siento débil y fatigado. Me cuesta concentrarme en mi vida diaria."
197,"Varicela","Tengo fiebre alta y manchas rojas y erupciones por todo el cuerpo. Me siento agotado y he perdido por completo el apetito, lo cual me ha debilitado y vuelto letárgico. Estoy muy preocupado."
198,"Varicela","He visto erupciones en brazos y cuello y me pican al rascarlas. También he tenido fiebre alta durante unos días. No tengo ni idea de qué la está causando. El picor me está causando muchas molestias."
199,"Varicela","Hay manchas rojas e hinchadas por todo el cuerpo. Me pican al tocarlas. Además, también tengo fiebre alta y dolor de cabeza y siempre me siento agotado."
200,"Impétigo","Me ha salido una erupción cutánea en la cara y el cuello. La erupción está formada por llagas rojas que están ampollándose. Estoy preocupado por mi salud."
201,"Impétigo","Me han salido erupciones cutáneas formadas por llagas ampollosas. Las llagas ampollosas son lesiones elevadas, llenas de líquido y dolorosas al tacto. También estoy sufriendo de fiebre alta."
202,"Impétigo","Tengo fiebre alta. Me están saliendo llagas rojas cerca de la nariz. Las llagas son dolorosas y sale de ellas un exudado de color amarillo óxido."
203,"Impétigo","Hay erupciones alrededor de la nariz, con grandes llagas rojas. He notado que la erupción se estaba extendiendo a otras partes del cuerpo. Además, tengo fiebre alta cada noche."
204,"Impétigo","He estado sufriendo de fiebre alta en los últimos días. Me están saliendo llagas cerca de la nariz. Las llagas son dolorosas y me siento muy incómodo estos días."
205,"Impétigo","Me han salido erupciones en la piel, principalmente cerca de la nariz. La erupción se está extendiendo a otras partes del cuerpo. Estoy muy preocupado por esto."
206,"Impétigo","He estado experimentando fatiga extrema y fiebre alta. Hay erupciones cerca de la nariz y la boca. La erupción pica y me dificulta mucho dormir."
207,"Impétigo","Estoy sufriendo de fiebre extrema y debilidad. Me han salido llagas en la cara. Las llagas pican y son incómodas. A menudo, sale un exudado de color amarillo de las llagas."
208,"Impétigo","He notado que las llagas tardan más en curarse y son más propensas a infecciones. Las llagas de la cara están hinchadas y sensibles al tacto y son muy incómodas de manejar."
209,"Impétigo","Hay llagas rojas en la cara y cerca de la nariz. He notado que la erupción se está extendiendo más rápidamente por el cuello y el pecho."
210,"Impétigo","Las llagas alrededor de la nariz se han vuelto costrosas y son difíciles de tocar. Solía salir un exudado de color amarillo óxido de las llagas. Está llevando mucho más tiempo manejarlo."
211,"Impétigo","Me salió una pequeña erupción cerca de la nariz hace unos días. Ahora, la erupción está acompañada de una sensación de ardor y enrojecimiento de la piel. Siento que es algún tipo de infección."
212,"Impétigo","Inicialmente, me salieron pequeñas llagas rojas cerca de la nariz y el cuello. Ahora, tengo fiebre alta y las llagas se han vuelto más dolorosas e inflamadas en los últimos días."
213,"Impétigo","Noté una erupción cutánea en la cara. Estaba formada por una llaga ampollosa. Hoy he observado un líquido de color amarillo saliendo de las llagas, no estoy seguro de qué es."
214,"Impétigo","Las llagas de la cara están empezando a supurar un líquido claro. Además, cada noche tengo fiebre alta y escalofríos, por lo cual no puedo dormir en toda la noche."
215,"Impétigo","Inicialmente tenía erupciones en la cara y cerca de la nariz. Pero ahora la erupción se está extendiendo por los brazos y las piernas."
216,"Impétigo","Tengo fiebre alta cada noche y me han salido llagas en la cara, sobre todo cerca de la nariz. He notado que las llagas tardan más en curarse y son más propensas a infecciones."
217,"Impétigo","Las llagas alrededor de la nariz están ahora rodeadas de piel enrojecida e inflamada. La erupción ha hecho que mi piel se vuelva seca y escamosa, con un líquido visible de color amarillo saliendo de las llagas."
218,"Impétigo","También he estado experimentando síntomas parecidos a la gripe, como fiebre y dolor corporal. He notado erupciones rojas y llagas ampollosas cerca de la nariz y los labios. Pica y es incómodo."
219,"Impétigo","Estoy sufriendo de fiebre leve y dolor de cabeza. Hay pequeñas llagas cerca de la nariz y erupciones en el cuello. Estoy pasando por un momento muy difícil ahora mismo."
220,"Impétigo","Hay una erupción particularmente mala alrededor de la nariz, con grandes llagas rojas que son dolorosas y de las que sale un exudado de color amarillo óxido."
221,"Impétigo","Hay llagas en la cara y sobre todo cerca de la nariz y los labios. Las llagas están causando molestias o dolor, y hay una secreción de líquido amarillo o de color óxido de ellas."
222,"Impétigo","Me han estado saliendo llagas en la cara y la zona de la nariz. No estoy seguro de qué está causando esto. Las llagas de la cara están hinchadas y sensibles al tacto, y tengo una sensación de ardor y enrojecimiento de la piel."
223,"Impétigo","La erupción de la cara se ha vuelto más dolorosa e inflamada en los últimos días, y las llagas están empezando a supurar líquido claro. Cada día es más doloroso."
224,"Impétigo","Tengo erupciones en la cara. Me están empezando a salir pequeñas llagas alrededor de la nariz y a menudo sale un líquido amarillo de las llagas. Las llagas se están volviendo extremadamente dolorosas."
225,"Impétigo","Me siento muy enfermo. Tengo fiebre alta y dolor de cabeza. He notado erupciones en los brazos y la cara. Estoy extremadamente preocupado por esto. Hoy, he observado llagas rojas cerca de la nariz."
226,"Impétigo","He estado sufriendo de fiebre alta en los últimos días. Me están saliendo llagas alrededor de la nariz y hay erupciones en distintas partes del cuerpo. Las llagas son graves y me siento muy intranquilo estos días."
227,"Impétigo","Tengo fiebre alta y estoy muy débil. Me han salido llagas en la cara. Las ampollas pican y son dolorosas. A menudo sale un exudado amarillo de las heridas."
228,"Impétigo","Estoy experimentando erupciones cutáneas con llagas que arden. Las llagas ampollosas son lesiones elevadas, llenas de líquido, de color rojo y desagradables al tacto. También tengo fiebre alta."
229,"Impétigo","Creo que tengo alguna enfermedad de la piel. Hay erupciones en la cara y pequeñas llagas cerca de la nariz. Las llagas se han vuelto rojas y dolorosas y una especie de exudado amarillo sale de ellas."
230,"Impétigo","He notado que las llagas de la cara están curando más lentamente y son más propensas a infectarse. Las llagas de las mejillas son grandes, dolorosas al tacto y extremadamente difíciles de manejar. No consigo librarme de estas llagas."
231,"Impétigo","Estoy teniendo fiebre alta. He tenido una erupción cutánea en la cara, el cuello y los brazos. La erupción está formada por lesiones rojas que arden. Estoy preocupado por mi salud."
232,"Impétigo","He adquirido erupciones cutáneas con llagas ampollosas. Las llagas ampollosas son lesiones elevadas, llenas de líquido y desagradables al tacto. También estoy con fiebre alta."
233,"Impétigo","Estoy con fiebre alta. Cerca de la nariz, se están formando llagas rojas. Las lesiones son dolorosas y está saliendo líquido de color amarillo óxido de ellas."
234,"Impétigo","Tengo erupciones alrededor de la nariz, así como enormes llagas rojas. La erupción se está extendiendo a otros lugares del cuerpo, según he visto. Además, tengo fiebre alta cada noche."
235,"Impétigo","Las mejillas y la nariz están cubiertas de llagas rojas. He observado que la erupción del cuello y el pecho se está extendiendo más rápido. También estoy desarrollando fiebre leve."
236,"Impétigo","Las llagas nasales se han vuelto costrosas y difíciles de tocar. Las heridas solían supurar un líquido de color amarillo óxido. Está llevando mucho más tiempo tratar con medicación."
